sales_agent,account,product,order_value,create_date
Darcel Schlecht,Toughzap,GTX Basic,620,2017-08-30
Hayden Neloms,Scotfind,MG Advanced,3448,2017-08-21
Violet Mclelland,Ganjaflex,GTX Basic,592,2017-08-26
Cecily Lampkin,Isdom,MG Special,54,2017-08-26
Kary Hendrixson,Sunnamplex,MG Special,62,2017-08-25
Maureen Marcano,Labdrill,GTX Plus Basic,993,2017-08-27
James Ascencio,Hottechi,GTX Basic,551,2017-08-30
Rosalina Dieter,Condax,MG Special,53,2017-08-30
Violet Mclelland,Acme Corporation,MG Advanced,3146,2017-08-25
Markita Hansen,Labdrill,GTX Basic,548,2017-08-29
Vicki Laflamme,Singletechno,GTXPro,3754,2017-08-28
