sales_agent,account,product,order_value,create_date
James Ascencio,Doncon,MG Special,54,2017-12-10
Rosie Papadopoulos,Initech,MG Special,58,2017-12-24
Anna Snelling,Hottechi,MG Special,57,2017-12-13
Gladys Colclough,Inity,GTX Plus Basic,1110,2017-12-11
Versie Hillebrand,Rundofase,MG Special,57,2017-12-08
Zane Levy,Nam-zim,MG Special,64,2017-12-15
Boris Faz,Zotware,GTX Plus Pro,5172,2017-12-07
Niesha Huffines,Funholding,GTX Plus Pro,6141,2017-12-19
Anna Snelling,Statholdings,MG Special,56,2017-12-14
Cecily Lampkin,Dontechi,GTX Basic,515,2017-12-12
Donn Cantrell,Donware,GTX Basic,698,2017-12-23
Donn Cantrell,Yearin,GTX Basic,481,2017-12-30
Versie Hillebrand,Rangreen,MG Special,49,2017-12-14
Kary Hendrixson,Xx-holding,GTX Plus Basic,1111,2017-12-18
Marty Freudenburg,Toughzap,GTX Plus Pro,5862,2017-12-28
Rosalina Dieter,J-Texon,MG Special,54,2017-12-16
Anna Snelling,Cancity,MG Special,60,2017-12-18
Kary Hendrixson,Golddex,GTX Plus Basic,1168,2017-12-29
Violet Mclelland,Gekko & Co,MG Special,48,2017-12-18
Cecily Lampkin,Cancity,GTX Plus Basic,986,2017-12-24
Cecily Lampkin,Toughzap,MG Advanced,3843,2017-12-16
Corliss Cosme,Gekko & Co,GTX Plus Pro,5143,2017-12-17
Gladys Colclough,Codehow,MG Special,52,2017-12-24
James Ascencio,Scotfind,GTX Plus Pro,5576,2017-12-23
Kami Bicknell,Sunnamplex,MG Special,59,2017-12-18
Kary Hendrixson,J-Texon,GTXPro,4178,2017-12-27
Markita Hansen,Lexiqvolax,GTX Plus Basic,1192,2017-12-25
Niesha Huffines,Conecom,GTX Plus Basic,1047,2017-12-24
Reed Clapper,Kan-code,GTX Plus Pro,6456,2017-12-17
Darcel Schlecht,Inity,GTXPro,4755,2017-12-17
Maureen Marcano,Y-corporation,MG Special,55,2017-12-25
Vicki Laflamme,Faxquote,MG Advanced,3078,2017-12-18
Anna Snelling,Codehow,GTX Basic,537,2017-12-28
Gladys Colclough,Hottechi,GTX Plus Basic,1220,2017-12-18
Markita Hansen,Finjob,MG Special,53,2017-12-21
Versie Hillebrand,Scottech,MG Special,60,2017-12-18
Vicki Laflamme,Hottechi,GTX Basic,494,2017-12-29
Jonathan Berthelot,Genco Pura Olive Oil Company,GTX Basic,480,2017-12-18
Maureen Marcano,Hottechi,GTX Plus Basic,1075,2017-12-26
Jonathan Berthelot,Conecom,GTX Plus Basic,1166,2017-12-28
Kary Hendrixson,Hatfan,GTX Plus Basic,921,2017-12-26
Markita Hansen,Faxquote,MG Advanced,3442,2017-12-27
Versie Hillebrand,Zumgoity,MG Advanced,3735,2017-12-27
Vicki Laflamme,Finjob,MG Special,50,2017-12-17
Darcel Schlecht,Domzoom,GTXPro,5052,2017-12-19
Kary Hendrixson,Hatfan,MG Special,44,2017-12-30
Violet Mclelland,Massive Dynamic,GTX Plus Basic,960,2017-12-16
Boris Faz,Zotware,GTX Plus Pro,6469,2017-12-30
Maureen Marcano,Cheers,GTX Plus Basic,914,2017-12-19
Rosalina Dieter,J-Texon,MG Advanced,3379,2017-12-24
Anna Snelling,Domzoom,MG Advanced,3240,2017-12-26
James Ascencio,Cheers,GTX Plus Basic,1007,2017-12-31
Markita Hansen,J-Texon,MG Special,54,2017-12-28
Rosalina Dieter,Golddex,MG Special,49,2017-12-25
Violet Mclelland,Konex,MG Special,55,2017-12-24
Zane Levy,Blackzim,GTXPro,5196,2017-12-26
Anna Snelling,Rundofase,MG Special,54,2017-12-31
Elease Gluck,Doncon,GTXPro,4953,2017-12-26
Wilburn Farren,Zotware,MG Advanced,3155,2017-12-24
Rosie Papadopoulos,Plussunin,GTXPro,4566,2017-12-30
Versie Hillebrand,Bioholding,MG Special,58,2017-12-28
Wilburn Farren,Umbrella Corporation,GTXPro,4315,2017-12-28
Rosie Papadopoulos,Vehement Capital Partners,GTXPro,5574,2017-12-29
Gladys Colclough,Genco Pura Olive Oil Company,MG Advanced,3494,2017-12-30
Kami Bicknell,Doncon,MG Special,50,2017-12-28
Vicki Laflamme,Hottechi,MG Special,61,2017-12-28
Violet Mclelland,Betasoloin,MG Advanced,3673,2017-12-28
Cassey Cress,Ganjaflex,GTX Basic,576,2017-12-31
James Ascencio,Singletechno,GTX Basic,538,2017-12-26
Lajuana Vencill,Conecom,GTX Basic,622,2017-12-26
Violet Mclelland,Bluth Company,GTX Plus Basic,1093,2017-12-30
Maureen Marcano,Hottechi,GTXPro,4433,2017-12-29
Gladys Colclough,Inity,GTX Plus Basic,1052,2017-12-30
Gladys Colclough,Betatech,MG Special,67,2017-12-29
